customer_id,order_city,order_postal,order_state,latitude,longitude,state,region,city,zip_code
17321,San Antonio,78233-5835,Texas,29.4246,-98.4951,TX,Central,San Antonio,78233
17320,Plano,75093,Texas,33.0137,-96.6925,TX,Central,Plano,75093
17317,PEARLAND,77584-9149,TEXAS,29.564,-95.2864,TX,Central,Pearland,77584
17315,PEARLAND,77584-8720,TEXAS,29.564,-95.2864,TX,Central,Pearland,77584
17314,PASADENA,77505-4344,Texas,29.6911,-95.2091,TX,Central,Pasadena,77505
17313,NORTH RICHLAND HILLS,76180-8148,TEXAS,32.8343,-97.2289,TX,Central,North Richland Hills,76180
17312,McKinney,75071,Texas,33.1976,-96.6154,TX,Central,Mckinney,75071
17311,Lewisville,75056,Texas,33.0462,-96.9942,TX,Central,Lewisville,75056
17309,LEANDER,78641-8503,TEXAS,30.5788,-97.8531,TX,Central,Leander,78641
17307,Kingwood,77345,Texas,30.0497,-95.1846,TX,Central,Kingwood,77345
17306,Johnson City,78636,Texas,30.2769,-98.412,TX,Central,Johnson City,78636
17303,Irving,75038,Texas,32.814,-96.9489,TX,Central,Irving,75038
17302,HOUSTON,77095-2792,TEXAS,29.7589,-95.3677,TX,Central,Houston,77095
17301,HOUSTON,77092-2608,TEXAS,29.7589,-95.3677,TX,Central,Houston,77092
17299,HOUSTON,77078-3105,TEXAS,29.7589,-95.3677,TX,Central,Houston,77078
17298,HOUSTON,77055-6665,TEXAS,29.7589,-95.3677,TX,Central,Houston,77055
17297,HOUSTON,77053-4607,TEXAS,29.7589,-95.3677,TX,Central,Houston,77053
17295,Houston,77024,Texas,29.7589,-95.3677,TX,Central,Houston,77024
17293,Houston,77007,Texas,29.7589,-95.3677,TX,Central,Houston,77007
17291,HOUSTON,77003-4502,TEXAS,29.7589,-95.3677,TX,Central,Houston,77003
17290,HENDERSON,75652-3204,TEXAS,32.1532,-94.7994,TX,Central,Henderson,75652
17289,HALLETTSVILLE,77964-5468,TEXAS,29.4439,-96.9411,TX,Central,Hallettsville,77964
17288,GEORGETOWN,78633-9541,TEXAS,30.6327,-97.6772,TX,Central,Georgetown,78633
17287,georgetown,78628,texas,30.6327,-97.6772,TX,Central,Georgetown,78628
17286,FREDERICKSBURG,78624-2506,TEXAS,30.2752,-98.872,TX,Central,Fredericksburg,78624
17284,fort worth,76116,texas,32.7532,-97.3327,TX,Central,Fort Worth,76116
17282,farmers branch,75234-5061,TEXAS,32.9265,-96.8961,TX,Central,Farmers Branch,75234
17279,EL PASO,79930-1113,TEXAS,31.8064,-106.2221,TX,Central,El Paso,79930
17278,Dripping Springs,78620,Texas,30.1902,-98.0867,TX,Central,Dripping Springs,78620
17277,DEVINE,78016-2409,TEXAS,29.14,-98.9053,TX,Central,Devine,78016
17274,dallas,75216,Texas,32.7763,-96.7969,TX,Central,Dallas,75216
17272,Cypress,77429,Texas,29.9691,-95.6972,TX,Central,Cypress,77429
17268,COLLEGE STATION,77845-8953,TEXAS,30.6263,-96.3347,TX,Central,College Station,77845
17267,CIBOLO,78108-4304,TEXAS,29.5616,-98.227,TX,Central,Cibolo,78108
17266,CEDAR PARK,78613-7836,TEXAS,30.5052,-97.8203,TX,Central,Cedar Park,78613
17265,Cedar Park,78613,Texas,30.5052,-97.8203,TX,Central,Cedar Park,78613
17263,CANTON,75103-8388,TEXAS,32.5565,-95.8633,TX,Central,Canton,75103
17262,Buda,78610,Texas,30.0852,-97.8403,TX,Central,Buda,78610
17259,BOERNE,78006-7968,TEXAS,29.7947,-98.732,TX,Central,Boerne,78006
17256,AUSTIN,78759-6602,TEXAS,30.2711,-97.7437,TX,Central,Austin,78759
17255,Signal Mountain,37377,Tennessee,35.1226,-85.3438,TN,East,Signal Mountain,37377
17254,POWELL,37849-3357,TENNESSEE,36.0317,-84.028,TN,East,Powell,37849
17253,Nashville,37204,Tennessee,36.1622,-86.7744,TN,East,Nashville,37204
17252,Knoxville,37920-5227,Tennessee,35.9604,-83.921,TN,East,Knoxville,37920
17251,Knoxville,37909,Tennessee,35.9604,-83.921,TN,East,Knoxville,37909
17250,North Augusta,29841,South Carolina,33.5018,-81.9651,SC,East,North Augusta,29841
17248,CONWAY,29526-8910,SOUTH CAROLINA,33.836,-79.0478,SC,East,Conway,29526
17247,YANKTON,57078-6745,SD,42.8712,-97.3971,SD,Central,Yankton,57078
17245,WENTWORTH,57075-6913,SD,43.9972,-96.9642,SD,Central,Wentworth,57075
17244,WATERTOWN,57201-5471,SD,44.8992,-97.1153,SD,Central,Watertown,57201
17243,STURGIS,57785-2936,SD,44.4097,-103.5091,SD,Central,Sturgis,57785
17242,Sioux Falls,57106,SD,43.55,-96.7003,SD,Central,Sioux Falls,57106
17239,Sioux Falls,57105,SD,43.55,-96.7003,SD,Central,Sioux Falls,57105
17238,Burbank,57010,SD,42.7453,-96.8292,SD,Central,Burbank,57010
17237,BIG STONE CITY,57216-8209,SD,45.2916,-96.4628,SD,Central,Big Stone City,57216
17236,ABERDEEN,57401-6939,SD,45.465,-98.4878,SD,Central,Aberdeen,57401
17235,WEST UNION,29696-1323,SC,34.7598,-83.0429,SC,East,West Union,29696
17234,WEST COLUMBIA,29170-2764,SC,33.9935,-81.074,SC,East,West Columbia,29170
17233,TRAVELERS REST,29690-9277,SC,34.9676,-82.4435,SC,East,Travelers Rest,29690
17232,TAYLORS,29687-7122,SC,34.9204,-82.2962,SC,East,Taylors,29687
17231,TAYLORS,29687,SC,34.9204,-82.2962,SC,East,Taylors,29687
17230,SUMMERVILLE,29485-8440,SC,33.0185,-80.1756,SC,East,Summerville,29485
17229,SUMMERVILLE,29483-8054,SC,33.0185,-80.1756,SC,East,Summerville,29483
17228,Spartanburg,29302,SC,34.9498,-81.932,SC,East,Spartanburg,29302
17227,Spartanburg,29301,SC,34.9498,-81.932,SC,East,Spartanburg,29301
17226,SIMPSONVILLE,29681-4764,SC,34.7371,-82.2543,SC,East,Simpsonville,29681
17223,Simpsonville,29681,SC,34.7371,-82.2543,SC,East,Simpsonville,29681
17222,SAINT HELENA ISLAND,29920-7413,SC,32.3869,-80.5607,SC,East,Saint Helena Island,29920
17221,Roebuck,29376,SC,34.8796,-81.9662,SC,East,Roebuck,29376
17220,Rock Hill,29730,SC,34.9249,-81.0251,SC,East,Rock Hill,29730
17219,PROSPERITY,29127-7182,SC,34.2093,-81.5332,SC,East,Prosperity,29127
17218,North Charleston,29420-8974,SC,32.8546,-79.9748,SC,East,North Charleston,29420
17217,MYRTLE BEACH,29579-6678,SC,33.6956,-78.89,SC,East,Myrtle Beach,29579
17214,Mt. Pleasant,29466,SC,,,SC,East,Mt. Pleasant,29466
17213,MAULDIN,29662-3256,SC,34.7787,-82.3101,SC,East,Mauldin,29662
17212,Lyman,29365,SC,34.9482,-82.1273,SC,East,Lyman,29365
17211,LANCASTER,29720-9484,SC,34.7204,-80.7709,SC,East,Lancaster,29720
17206,JOHNS ISLAND,29455-6716,SC,32.7024,-80.0481,SC,East,Johns Island,29455
17205,IVA,29655-8748,SC,34.3065,-82.6637,SC,East,Iva,29655
17204,HILTON HEAD ISLAND,29928-3132,SC,32.2163,-80.7526,SC,East,Hilton Head Island,29928
17203,GREER,29650-3937,SC,34.9381,-82.2272,SC,East,Greer,29650
17201,GREENVILLE,29615-4123,SC,34.8514,-82.3985,SC,East,Greenville,29615
17198,Greenville,29615,SC,34.8514,-82.3985,SC,East,Greenville,29615
17197,GREENVILLE,29609-6516,SC,34.8514,-82.3985,SC,East,Greenville,29609
17194,GREENVILLE,29609-5240,SC,34.8514,-82.3985,SC,East,Greenville,29609
17193,Fort Mill,29715-8213,SC,35.0074,-80.9451,SC,East,Fort Mill,29715
17191,FLORENCE,29506-2762,SC,34.1984,-79.7672,SC,East,Florence,29506
17190,CONWAY,29526-6324,SC,33.836,-79.0478,SC,East,Conway,29526
17189,COLUMBIA,29229-9387,SC,34.0007,-81.0343,SC,East,Columbia,29229
17188,COLUMBIA,29223-3725,SC,34.0007,-81.0343,SC,East,Columbia,29223
17187,COLUMBIA,29206-1635,SC,34.0007,-81.0343,SC,East,Columbia,29206
17186,COLUMBIA,29201-3334,SC,34.0007,-81.0343,SC,East,Columbia,29201
17183,CLOVER,29710-4717,SC,35.1112,-81.2265,SC,East,Clover,29710
17181,CHESTER,29706-3707,SC,34.7049,-81.2143,SC,East,Chester,29706
17180,CHARLESTON,29492-8129,SC,32.7876,-79.9403,SC,East,Charleston,29492
17179,charleston,29414,sc,32.7876,-79.9403,SC,East,Charleston,29414
17176,CHARLESTON,29412-9546,SC,32.7876,-79.9403,SC,East,Charleston,29412
17175,CHARLESTON,29406-5030,SC,32.7876,-79.9403,SC,East,Charleston,29406
17174,CASSATT,29032-9200,SC,34.3646,-80.4359,SC,East,Cassatt,29032
17173,BLYTHEWOOD,29016-7649,SC,34.2143,-80.974,SC,East,Blythewood,29016
17172,BLUFFTON,29910-9595,SC,32.2371,-80.8604,SC,East,Bluffton,29910
17171,BLUFFTON,29910-9302,SC,32.2371,-80.8604,SC,East,Bluffton,29910
17169,BLUFFTON,29910-8837,SC,32.2371,-80.8604,SC,East,Bluffton,29910
17166,BLUFFTON,29910-4814,SC,32.2371,-80.8604,SC,East,Bluffton,29910
17165,BLUFFTON,29909-6092,SC,32.2371,-80.8604,SC,East,Bluffton,29909
17164,BEAUFORT,29902-6132,SC,32.4316,-80.6698,SC,East,Beaufort,29902
17163,ANDERSON,29625-6458,SC,34.5069,-82.6506,SC,East,Anderson,29625
17162,AIKEN,29803-1657,SC,33.5599,-81.722,SC,East,Aiken,29803
17160,WYOMING,02898-1225,RI,41.5154,-71.7015,RI,East,Wyoming,02898
17159,PROVIDENCE,02906-4807,RI,41.824,-71.4128,RI,East,Providence,02906
17158,PORTSMOUTH,02871-1036,RI,41.6023,-71.2503,RI,East,Portsmouth,02871
17157,NORTH SMITHFIELD,02896-7027,RI,41.9668,-71.5495,RI,East,North Smithfield,02896
17155,NORTH PROVIDENCE,02904-4716,RI,41.8501,-71.4662,RI,East,North Providence,02904
17154,MIDDLETOWN,02842-5285,RI,41.5457,-71.2914,RI,East,Middletown,02842
17153,JAMESTOWN,02835-1031,RI,41.497,-71.3673,RI,East,Jamestown,02835
17152,CRANSTON,02920-5161,RI,41.781,-71.4371,RI,East,Cranston,02920
17147,Providence,2908,Rhode Island,41.824,-71.4128,RI,East,Providence,2908
17146,PORTSMOUTH,02871-3507,RHODE ISLAND,41.6023,-71.2503,RI,East,Portsmouth,02871
17144,CRANSTON,02921-2921,RHODE ISLAND,41.781,-71.4371,RI,East,Cranston,02921
17142,San Juan,927,Puerto Rico,18.3744,-66.0571,PR,Other,San Juan,927
17140,Naguabo,718,Puerto Rico,18.2313,-65.7599,PR,Other,Naguabo,718
17139,cabo rojo,623,puerto rico,18.088,-67.1565,PR,Other,Cabo Rojo,623
17138,mayaguez,00682-2517,Puerto  Rico,18.2027,-67.1465,PR,Other,Mayaguez,00682
17135,San Juan,00924-4476,PR,18.3744,-66.0571,PR,Other,San Juan,00924
17134,Guaynabo,969,PR,18.3411,-66.1163,PR,Other,Guaynabo,969
17133,Sewickley,15143,Pennsylvania,40.5365,-80.1845,PA,East,Sewickley,15143
17131,MILLVILLE,17846-8948,PENNSYLVANIA,41.1204,-76.5299,PA,East,Millville,17846
17128,Millerton,16936,Pennsylvania,41.9834,-76.9386,PA,East,Millerton,16936
17126,HOMESTEAD,15120,PENNSYLVANIA,40.4059,-79.912,PA,East,Homestead,15120
17125,EBENSBURG,15931-1428,PENNSYLVANIA,40.4851,-78.7247,PA,East,Ebensburg,15931
17124,COATESVILLE,19320-2133,PENNSYLVANIA,39.9832,-75.8238,PA,East,Coatesville,19320
17123,BETHLEHEM,18017-8748,PENNSYLVANIA,40.6179,-75.3787,PA,East,Bethlehem,18017
17122,Whitehall,18052,Pa.,40.6356,-75.476,PA,East,Whitehall,18052
17120,Springfield,19064,Pa.,39.9307,-75.3202,PA,East,Springfield,19064
17119,North Wales,19454,Pa.,40.2109,-75.2782,PA,East,North Wales,19454
17118,ZIONSVILLE,18092-2341,PA,40.4798,-75.5052,PA,East,Zionsville,18092
17117,ZELIENOPLE,16063-3215,PA,40.7958,-80.1371,PA,East,Zelienople,16063
17115,YOUNGWOOD,15697-1207,PA,40.2403,-79.5767,PA,East,Youngwood,15697
17114,York,17403,PA,39.9624,-76.7274,PA,East,York,17403
17111,YARDLEY,19067-3478,PA,40.2457,-74.846,PA,East,Yardley,19067
17110,Yardley,19067,PA,40.2457,-74.846,PA,East,Yardley,19067
17109,WILLOW GROVE,19090-2309,PA,40.144,-75.1157,PA,East,Willow Grove,19090
17107,WHITE OAK,15131-2115,PA,40.3376,-79.8092,PA,East,White Oak,15131
17105,WEXFORD,15090-7446,PA,40.6265,-80.0559,PA,East,Wexford,15090
17102,WEST NEWTON,15089,PA,40.2098,-79.767,PA,East,West Newton,15089
17101,West Chester,19382,Pa,39.9597,-75.606,PA,East,West Chester,19382
17100,West Chester,19380-1884,PA,39.9597,-75.606,PA,East,West Chester,19380
17097,West Chester,19380,PA,39.9597,-75.606,PA,East,West Chester,19380
17096,WEATHERLY,18255-1120,PA,40.9418,-75.8296,PA,East,Weatherly,18255
17095,WAYNE,19087-2728,PA,40.044,-75.3879,PA,East,Wayne,19087
17094,WARWICK,18974-3819,PA,,,PA,East,Warwick,18974
17092,VALLEY FORGE,19481,PA,40.0969,-75.47,PA,East,Valley Forge,19481
17091,UPPER CHICHESTER,19014-3341,PA,39.8384,-75.4405,PA,East,Upper Chichester,19014
17090,UNIONTOWN,15401-6831,PA,39.9001,-79.7164,PA,East,Uniontown,15401
17088,TURTLE CREEK,15145-1149,PA,40.4059,-79.8251,PA,East,Turtle Creek,15145
17086,STRABANE,15363-9605,PA,40.2509,-80.1978,PA,East,Strabane,15363
17085,STEWARTSTOWN,17363,PA,39.7537,-76.5914,PA,East,Stewartstown,17363
17084,STATE COLLEGE,16801-4539,PA,40.794,-77.8607,PA,East,State College,16801
17083,SOUTHAMPTON,18966-4349,PA,40.1743,-75.0438,PA,East,Southampton,18966
17082,SIGEL,15860-3927,PA,41.2751,-79.1131,PA,East,Sigel,15860
17081,SCRANTON,18508-1033,PA,41.4087,-75.6621,PA,East,Scranton,18508
17080,SCHELLSBURG,15559-7932,PA,40.049,-78.6442,PA,East,Schellsburg,15559
17079,Royersford,19468,pa,40.1843,-75.538,PA,East,Royersford,19468
17078,RICHBORO,18954-1616,PA,40.2151,-75.0107,PA,East,Richboro,18954
17076,RICHBORO,18954-1308,PA,40.2151,-75.0107,PA,East,Richboro,18954
17075,REINHOLDS,17569-9367,PA,40.2668,-76.1155,PA,East,Reinholds,17569
17073,READING,19606-9175,PA,40.3353,-75.9279,PA,East,Reading,19606
17071,READING,19606-1410,PA,40.3353,-75.9279,PA,East,Reading,19606
17070,QUAKERTOWN,18951-5822,PA,40.4418,-75.3416,PA,East,Quakertown,18951
17069,PLUM,15239-2229,PA,40.5003,-79.7495,PA,East,Plum,15239
17068,PLEASANT GAP,16823-9629,PA,,,PA,East,Pleasant Gap,16823
17065,Pittsburgh,15243-1721,PA,40.4417,-79.9901,PA,East,Pittsburgh,15243
17064,PITTSBURGH,15239-2345,PA,40.4417,-79.9901,PA,East,Pittsburgh,15239
17063,PITTSBURGH,15237-1436,PA,40.4417,-79.9901,PA,East,Pittsburgh,15237
17062,PITTSBURGH,15217-1406,PA,40.4417,-79.9901,PA,East,Pittsburgh,15217
17061,Pittsburgh,15215,PA,40.4417,-79.9901,PA,East,Pittsburgh,15215
17060,PITTSBURGH,15207-2152,PA,40.4417,-79.9901,PA,East,Pittsburgh,15207
17059,Pittsburgh,15203-1634,PA,40.4417,-79.9901,PA,East,Pittsburgh,15203
17058,PITTSBURGH,15201-2860,PA,40.4417,-79.9901,PA,East,Pittsburgh,15201
17054,PHOENIXVILLE,19460-6702,PA,40.1304,-75.5149,PA,East,Phoenixville,19460
17053,PHILADELPHIA,19154-3002,PA,40.0115,-75.1327,PA,East,Philadelphia,19154
17052,PHILADELPHIA,19146-4102,PA,40.0115,-75.1327,PA,East,Philadelphia,19146
17051,Philadelphia,19145-1925,PA,40.0115,-75.1327,PA,East,Philadelphia,19145
17050,PHILADELPHIA,19143-3414,PA,40.0115,-75.1327,PA,East,Philadelphia,19143
17049,PHILADELPHIA,19134-5311,PA,40.0115,-75.1327,PA,East,Philadelphia,19134
17048,PHILADELPHIA,19134-1334,PA,40.0115,-75.1327,PA,East,Philadelphia,19134
17047,PHILADELPHIA,19128,PA,40.0115,-75.1327,PA,East,Philadelphia,19128
17046,PHILADELPHIA,19123-3187,PA,40.0115,-75.1327,PA,East,Philadelphia,19123
17045,Philadelphia,19116,PA,40.0115,-75.1327,PA,East,Philadelphia,19116
17044,philadelphia,19111,pa,40.0115,-75.1327,PA,East,Philadelphia,19111
17043,PHILADELPHIA,19106-1225,PA,40.0115,-75.1327,PA,East,Philadelphia,19106
17042,Philadelphia,19104-6190,PA,40.0115,-75.1327,PA,East,Philadelphia,19104
17041,PHILADELPHIA,19104-5096,PA,40.0115,-75.1327,PA,East,Philadelphia,19104
17040,PHILADELPHIA,19104-3287,PA,40.0115,-75.1327,PA,East,Philadelphia,19104
17038,PHILADELPHIA,19103-6591,PA,40.0115,-75.1327,PA,East,Philadelphia,19103
17037,PHILADELPHIA,19103-4324,PA,40.0115,-75.1327,PA,East,Philadelphia,19103
17035,PHILADELPHIA,19102-1733,PA,40.0115,-75.1327,PA,East,Philadelphia,19102
17034,PHILA,19129-1014,PA,,,PA,East,Phila,19129
17033,PHILA,19104-1863,PA,,,PA,East,Phila,19104
17031,PHILA,19103-5778,PA,,,PA,East,Phila,19103
17030,PERKIOMENVILLE,18074-9709,PA,40.3243,-75.478,PA,East,Perkiomenville,18074
17029,PERKASIE,18944-1353,PA,40.372,-75.2927,PA,East,Perkasie,18944
17027,PENNSBURG,18073-1554,PA,40.3909,-75.4921,PA,East,Pennsburg,18073
17026,PALMERTON,18071-1915,PA,40.8015,-75.6102,PA,East,Palmerton,18071
17025,OAKDALE,15071-3749,PA,40.3981,-80.1856,PA,East,Oakdale,15071
17024,northampton,18067,pa,40.6872,-75.4897,PA,East,Northampton,18067
17022,NORRISTOWN,19401-3319,PA,40.1215,-75.3399,PA,East,Norristown,19401
17019,NEWTOWN,18940-4203,PA,40.2296,-74.9404,PA,East,Newtown,18940
17018,NEW CUMBERLAND,17070-3157,PA,40.2323,-76.8847,PA,East,New Cumberland,17070
17017,NEW CASTLE,16105-4915,PA,41.0037,-80.347,PA,East,New Castle,16105
17015,NEW CASTLE,16105-2729,PA,41.0037,-80.347,PA,East,New Castle,16105
17014,MOUNT JOY,17552-9018,PA,40.1099,-76.5033,PA,East,Mount Joy,17552
17011,Morton,19070,PA,39.9098,-75.3235,PA,East,Morton,19070
17010,MOON TOWNSHIP,15108-2775,PA,,,PA,East,Moon Township,15108
17007,MOHNTON,19540-8341,PA,40.2859,-75.9844,PA,East,Mohnton,19540
17006,MILTON,17847-8225,PA,41.0177,-76.8531,PA,East,Milton,17847
17004,MIDDLETOWN,17057-5962,PA,40.1998,-76.7311,PA,East,Middletown,17057
17002,MECHANICSBURG,17050-7947,PA,40.2102,-77.0047,PA,East,Mechanicsburg,17050
17001,Mechanicsburg,17050,PA,40.2102,-77.0047,PA,East,Mechanicsburg,17050
16999,MCKEESPORT,15135-3012,PA,40.3478,-79.8642,PA,East,Mckeesport,15135
16998,MASONTOWN,15461-1727,PA,39.8467,-79.8998,PA,East,Masontown,15461
16997,MANHEIM,17545-9709,PA,40.1637,-76.3952,PA,East,Manheim,17545
16996,Manheim,17545-8106,PA,40.1637,-76.3952,PA,East,Manheim,17545
16995,MALVERN,19355-3504,PA,40.0362,-75.5139,PA,East,Malvern,19355
16992,MADISON TOWNSHIP,18444-6613,PA,,,PA,East,Madison Township,18444
16990,LOWER GWYNEDD,19002-2066,PA,40.2,-75.23,PA,East,Lower Gwynedd,19002
16989,LOWER GWYNEDD,19002-2037,PA,40.2,-75.23,PA,East,Lower Gwynedd,19002
16988,LOCK HAVEN,17745-8709,PA,41.137,-77.4469,PA,East,Lock Haven,17745
16987,LITTLESTOWN,17340-9525,PA,39.7445,-77.088,PA,East,Littlestown,17340
16986,LITITZ,17543-9792,PA,40.1571,-76.3072,PA,East,Lititz,17543
16985,LITITZ,17543-9354,PA,40.1571,-76.3072,PA,East,Lititz,17543
16984,LITITZ,17543-7672,PA,40.1571,-76.3072,PA,East,Lititz,17543
16983,LEVITTOWN,19055-1713,PA,40.1551,-74.8288,PA,East,Levittown,19055
16982,LEVITTOWN,19054,PA,40.1551,-74.8288,PA,East,Levittown,19054
16980,Lebanon,17042-6444,PA,40.3465,-76.4284,PA,East,Lebanon,17042
16979,LANDISBURG,17040-9341,PA,40.3426,-77.3072,PA,East,Landisburg,17040
16978,Lancaster,17601-5307,PA,40.0381,-76.3057,PA,East,Lancaster,17601
16976,Kutztown,19530,PA,40.5173,-75.7774,PA,East,Kutztown,19530
16971,KUNKLETOWN,18058-8149,PA,40.8479,-75.4482,PA,East,Kunkletown,18058
16969,Knoxville,16928,PA,41.9573,-77.4389,PA,East,Knoxville,16928
16968,KING OF PRUSSIA,19406-2531,PA,40.0893,-75.396,PA,East,King Of Prussia,19406
16967,KENNETT SQUARE,19348-2023,PA,39.8467,-75.7116,PA,East,Kennett Square,19348
16966,Jenkintown,19046,PA,40.0958,-75.1258,PA,East,Jenkintown,19046
16965,JEFFERSON HILLS,15025-3437,PA,40.2912,-79.932,PA,East,Jefferson Hills,15025
16963,INDIANA,15701-2508,PA,40.6215,-79.1525,PA,East,Indiana,15701
16961,HUNTINGDON VALLEY,19006-6923,PA,40.1226,-75.0635,PA,East,Huntingdon Valley,19006
16960,Huntingdon Valley,19006,PA,40.1226,-75.0635,PA,East,Huntingdon Valley,19006
16959,Hummelstown,17036-8840,PA,40.2654,-76.7083,PA,East,Hummelstown,17036
16957,HONEY BROOK,19344-9419,PA,40.0943,-75.9113,PA,East,Honey Brook,19344
16956,HAZLE TOWNSHIP,18202-9644,PA,,,PA,East,Hazle Township,18202
16955,HAVERTOWN,19083-5325,PA,39.9809,-75.3085,PA,East,Havertown,19083
16954,Harrisburg,17110,PA,40.2663,-76.8861,PA,East,Harrisburg,17110
16953,Greenville,16125,PA,41.4045,-80.3912,PA,East,Greenville,16125
16952,Glenside,19038,PA,40.1023,-75.1521,PA,East,Glenside,19038
16951,GLEN MILLS,19342-3409,PA,39.9197,-75.4904,PA,East,Glen Mills,19342
16950,Glen Mills,19342-1105,PA,39.9197,-75.4904,PA,East,Glen Mills,19342
16949,GILBERTSVILLE,19525,PA,40.3201,-75.6102,PA,East,Gilbertsville,19525
16948,GIBSONIA,15044-9793,PA,40.6301,-79.9695,PA,East,Gibsonia,15044
16947,FRACKVILLE,17931-1824,PA,40.784,-76.2302,PA,East,Frackville,17931
16945,FINLEYVILLE,15332-1511,PA,40.2523,-80.0028,PA,East,Finleyville,15332
16943,FELTON,17322-8400,PA,39.8542,-76.565,PA,East,Felton,17322
16942,FEASTERVILLE TREVOSE,19053-5970,PA,40.144,-75.0052,PA,East,Feasterville Trevose,19053
16940,EXTON,19341-2785,PA,40.029,-75.6208,PA,East,Exton,19341
16938,ETTERS,17319-9402,PA,40.1487,-76.8192,PA,East,Etters,17319
16936,ERDENHEIM,19038-7855,PA,,,PA,East,Erdenheim,19038
16934,EPHRATA,17522-1668,PA,40.1799,-76.1789,PA,East,Ephrata,17522
16933,EMMAUS,18049-2317,PA,40.5395,-75.4969,PA,East,Emmaus,18049
16932,Ellwood City,16117,PA,40.8617,-80.2865,PA,East,Ellwood City,16117
16931,ELIZABETHTOWN,17022-3172,PA,40.1534,-76.6043,PA,East,Elizabethtown,17022
16930,EBENSBURG,15931-4375,PA,40.4851,-78.7247,PA,East,Ebensburg,15931
16929,EASTON,18042-3510,PA,40.6916,-75.21,PA,East,Easton,18042
16928,EASTON,18040-8204,PA,40.6916,-75.21,PA,East,Easton,18040
16927,EASTON,18040-6687,PA,40.6916,-75.21,PA,East,Easton,18040
16926,EAST STROUDSBURG,18301-6801,PA,40.9995,-75.1813,PA,East,East Stroudsburg,18301
16924,EAST MCKEESPORT,15035-1502,PA,40.3831,-79.8064,PA,East,East Mckeesport,15035
16923,DUNMORE,18512,PA,41.4198,-75.6324,PA,East,Dunmore,18512
16921,DOYLESTOWN,18901-3627,PA,40.31,-75.1305,PA,East,Doylestown,18901
16919,Downingtown,19335,PA,40.0065,-75.7033,PA,East,Downingtown,19335
16918,DENVER,17517-1498,PA,40.2331,-76.1372,PA,East,Denver,17517
16917,Dallas,18612,PA,41.3362,-75.9633,PA,East,Dallas,18612
16916,CROYDON,19021-6909,PA,40.0873,-74.9035,PA,East,Croydon,19021
16915,CONSHOHOCKEN,19428-1504,PA,40.0793,-75.3016,PA,East,Conshohocken,19428
16914,COCHRANVILLE,19330-1511,PA,39.8918,-75.9216,PA,East,Cochranville,19330
16913,COATESVILLE,19320-1198,PA,39.9832,-75.8238,PA,East,Coatesville,19320
16912,CARLISLE,17013-3423,PA,40.2018,-77.1894,PA,East,Carlisle,17013
16910,BROCKPORT,15823-1405,PA,41.2598,-78.7267,PA,East,Brockport,15823
16909,Bristol,19007,PA,40.1007,-74.8518,PA,East,Bristol,19007
16907,Boalsburg,16827,PA,40.7756,-77.7925,PA,East,Boalsburg,16827
16906,Bloomsburg,17815-9574,PA,41.0041,-76.4538,PA,East,Bloomsburg,17815
16905,BLOOMSBURG,17815-8410,PA,41.0041,-76.4538,PA,East,Bloomsburg,17815
16904,BETHLEHEM,18017-4717,PA,40.6179,-75.3787,PA,East,Bethlehem,18017
16903,BETHLEHEM,18017-3208,PA,40.6179,-75.3787,PA,East,Bethlehem,18017
16902,BERWICK,18603-6442,PA,41.0602,-76.2461,PA,East,Berwick,18603
16900,BENSALEM,19020-1801,PA,40.1046,-74.9513,PA,East,Bensalem,19020
16899,BENSALEM,19020-1217,PA,40.1046,-74.9513,PA,East,Bensalem,19020
16898,Bala Cynwyd,19004-3102,PA,40.0076,-75.2341,PA,East,Bala Cynwyd,19004
16897,AUDUBON,19403-5620,PA,,,PA,East,Audubon,19403
16895,Altoona,16602,PA,40.5187,-78.3947,PA,East,Altoona,16602
16893,Adamstown,19501,PA,40.2412,-76.0563,PA,East,Adamstown,19501
16892,SANDY,97055-8420,OREGON,45.3974,-122.2615,OR,West,Sandy,97055
16891,RIDDLE,97469-9772,OREGON,42.951,-123.3642,OR,West,Riddle,97469
16889,"Portland,",97229,Oregon,45.5202,-122.6742,OR,West,"Portland,",97229
16887,Portland,97216,Oregon,45.5202,-122.6742,OR,West,Portland,97216
16885,Portland,97203,Oregon,45.5202,-122.6742,OR,West,Portland,97203
16884,Lake Oswego,97034,Oregon,45.4207,-122.6706,OR,West,Lake Oswego,97034
16883,KLAMATH FALLS,97603-8571,OREGON,42.2249,-121.7817,OR,West,Klamath Falls,97603
16882,WEST LINN,97068-8637,OR,45.3657,-122.6123,OR,West,West Linn,97068
16881,WEST LINN,97068-8272,OR,45.3657,-122.6123,OR,West,West Linn,97068
16880,WALDPORT,97394-3027,OR,44.4268,-124.0687,OR,West,Waldport,97394
16878,Tigard,97224,OR,45.4307,-122.7719,OR,West,Tigard,97224
16877,THE DALLES,97058-3904,OR,45.5946,-121.1787,OR,West,The Dalles,97058
16875,THE DALLES,97058-2246,OR,45.5946,-121.1787,OR,West,The Dalles,97058
16873,SWEET HOME,97386-9562,OR,44.3976,-122.7362,OR,West,Sweet Home,97386
16872,springfield,97477,OR,44.0462,-123.022,OR,West,Springfield,97477
16871,SOUTH BEACH,97366-9501,OR,44.6123,-124.0487,OR,West,South Beach,97366
